domain,code,enhanced,text,count
yahoo.it,421,4.7.0,[TSS04] Messages from {{ip4addr}} temporarily deferred due to user complaints - {{ip4addr}}; see https://mta1.mail.abc.yahoo.com/kb/postmaster/SLN3434.html,3475
yahoo.it,554,,"30 Sorry, your message to {{to}} cannot be delivered. This mailbox is disabled (554.30).",2
hotmail.es,451,4.4.3,Temporary server error. Please try again later ATTR18 [abc.def.prod.protection.outlook.com],10
hotmail.es,451,4.7.500,Server busy. Please try again later from [{{ip4addr}}]. (AS762) [abc.def.prod.protection.outlook.com],8
hotmail.es,451,4.7.651,"The mail server [{{ip4addr}}] has been temporarily rate limited due to IP reputation. For e-mail delivery information, see https://postmaster.live.com (S3114) [abc.def.prod.protection.outlook.com]",917
hotmail.es,451,4.7.651,"The mail server [{{ip4addr}}] has been temporarily rate limited due to IP reputation. For e-mail delivery information, see https://postmaster.live.com (S844) [abc.def.prod.protection.outlook.com]",2153
hotmail.es,451,4.7.652,The mail server [{{ip4addr}}] has exceeded the maximum number of connections. (S3115) [abc.def.prod.protection.outlook.com],126
hotmail.es,550,5.7.1,"Service unavailable, Client host [{{ip4addr}}] blocked using Spamhaus. To request removal from this list see https://www.spamhaus.org/query/ip/{{ip4addr}} (AS3130). [abc.def.prod.protection.outlook.com {{datetime}} {{datetime_uuid}}]",70
hotmail.es,550,5.7.1,"Service unavailable, Helo domain is listed in Spamhaus. To request removal from this list see https://www.spamhaus.org/query/lookup/ (S8001) [abc.def.prod.protection.outlook.com {{datetime}} {{datetime_uuid}}]",2
uol.com.br,421,4.7.1,Servico indisponivel: IP blacklistado. Entre em contato com seu ISP (provedor de Internet). Service Unavailable: IP blacklisted [{{ip4addr}}]. Listado na Spamhaus https://www.spamhaus.org/sbl/query/SBLCSS FAQ: https://sac.uol.com.br/ajuda/content/falha-no-envio-de-e-mail-por-bloqueio-de-spamhaus-o-que-fazer,2256
uol.com.br,550,5.1.1,<{{to}}>: Recipient address rejected: User unknown in relay recipient table,977
yahoo.gr,421,4.7.0,[IPTS04] Messages from {{ip4addr}} temporarily deferred due to user complaints - {{ip4addr}}; see https://mta1.mail.abc.yahoo.com/kb/postmaster/SLN3434.html,5
yahoo.gr,421,4.7.0,[TSS04] Messages from {{ip4addr}} temporarily deferred due to user complaints - {{ip4addr}}; see https://mta1.mail.abc.yahoo.com/kb/postmaster/SLN3434.html,3141
live.fr,451,4.4.3,Temporary server error. Please try again later ATTR18 [abc.def.prod.protection.outlook.com],5
live.fr,451,4.7.500,Server busy. Please try again later from [{{ip4addr}}]. (AS762) [abc.def.prod.protection.outlook.com],14
live.fr,451,4.7.651,"The mail server [{{ip4addr}}] has been temporarily rate limited due to IP reputation. For e-mail delivery information, see https://postmaster.live.com (S3114) [abc.def.prod.protection.outlook.com]",585
live.fr,451,4.7.651,"The mail server [{{ip4addr}}] has been temporarily rate limited due to IP reputation. For e-mail delivery information, see https://postmaster.live.com (S844) [abc.def.prod.protection.outlook.com]",2261
live.fr,451,4.7.652,The mail server [{{ip4addr}}] has exceeded the maximum number of connections. (S3115) [abc.def.prod.protection.outlook.com],126
live.fr,550,5.7.1,"Service unavailable, Client host [{{ip4addr}}] blocked using Spamhaus. To request removal from this list see https://www.spamhaus.org/query/ip/{{ip4addr}} (AS3130). [abc.def.prod.protection.outlook.com {{datetime}} {{datetime_uuid}}]",96
live.fr,550,5.7.1,"Service unavailable, Helo domain is listed in Spamhaus. To request removal from this list see https://www.spamhaus.org/query/lookup/ (S8001) [abc.def.prod.protection.outlook.com {{datetime}} {{datetime_uuid}}]",6
live.in,451,4.7.650,"The mail server [{{ip4addr}}] has been temporarily rate limited due to IP reputation. For e-mail delivery information, see https://postmaster.live.com (S775) [abc.def.prod.protection.outlook.com {{datetime}} {{datetime_uuid}}]",3006
live.in,550,5.7.1,"Service unavailable, Client host [{{ip4addr}}] blocked using Spamhaus. To request removal from this list see https://www.spamhaus.org/query/ip/{{ip4addr}} (AS3130). [abc.def.prod.protection.outlook.com {{datetime}} {{datetime_uuid}}]",5
yahoo.ie,421,4.7.0,[IPTS04] Messages from {{ip4addr}} temporarily deferred due to user complaints - {{ip4addr}}; see https://mta1.mail.abc.yahoo.com/kb/postmaster/SLN3434.html,3
yahoo.ie,421,4.7.0,[TSS04] Messages from {{ip4addr}} temporarily deferred due to user complaints - {{ip4addr}}; see https://mta1.mail.abc.yahoo.com/kb/postmaster/SLN3434.html,2984
gmx.de,550,,Requested action not taken: mailbox unavailable Reject due to policy restrictions. For explanation visit https://postmaster.gmx.net/de/case?c=mfd&i=ip&v={{ip4addr}},9
gmx.de,554,,gmx.net (mxgmx006) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},24
gmx.de,554,,gmx.net (mxgmx007) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},27
gmx.de,554,,gmx.net (mxgmx008) Nemesis ESMTP Service not available No SMTP service Bad DNS PTR resource record. For explanation visit https://www.gmx.net/mail/senderguidelines?ip={{ip4addr}}&c=rdns,2
gmx.de,554,,gmx.net (mxgmx008) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},20
gmx.de,554,,gmx.net (mxgmx009) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},11
gmx.de,554,,gmx.net (mxgmx106) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},23
gmx.de,554,,gmx.net (mxgmx107) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},20
gmx.de,554,,gmx.net (mxgmx108) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},15
gmx.de,554,,gmx.net (mxgmx109) Nemesis ESMTP Service not available No SMTP service Bad DNS PTR resource record. For explanation visit https://www.gmx.net/mail/senderguidelines?ip={{ip4addr}}&c=rdns,4
gmx.de,554,,gmx.net (mxgmx109) Nemesis ESMTP Service not available No SMTP service IP address is block listed. For explanation visit https://postmaster.gmx.net/de/case?c=bl&i=ip&v={{ip4addr}},18
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/19 23:42:06 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/19 23:43:06 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/19 23:44:23 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/19 23:45:24 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:34:05 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:35:06 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",4
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:36:06 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",2
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:36:07 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",3
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:37:06 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:38:10 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:39:10 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/20 07:40:23 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",3
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/21 00:41:23 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",2
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/21 09:03:29 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",2
btinternet.com,522,,"email sent from {{ip4addr}} found on industry IP blacklists (Spamhaus/Invaluement/ReturnPath) on 2023/06/23 13:55:33 BST. To protect our customers, we use leading industry providers of blacklists to ensure only good senders can send email to us. If believe this is a mistake, please contact them directly as there is nothing our Postmaster will be able to do.",5
